cenario,ponderacao,ano,setor,janela,car,ar_medio,ar_std,n_dias,alpha,beta,r_squared,sigma_resid,n_obs_est,alpha_hac_pv,beta_hac_pv,est_inicio,est_fim,janela_inicio,janela_fim,t_simples,p_simples,t_silva,p_silva,t_bmp,p_bmp,sig5_simples,sig5_silva,sig5_bmp,sig10_simples,sig10_silva,sig10_bmp,selic_prop,ipca_prop,car_exc_selic,car_exc_ipca
completo,EW,2002,Bens Industriais,estendida,0.05897815920417375,0.00046439495436357284,0.01459045307696269,127,-0.0005268068252250009,0.16504854929458188,0.05041875714961419,0.01524209790414714,223,0.5593893824909763,0.0002511112642291188,2001-09-28,2002-08-26,2002-07-01,2002-12-30,0.3586910783862925,0.7204265101640914,0.2717787449342326,0.8034223477175977,0.305248606625002,0.7801302192119342,False,False,False,False,False,False,0.09630833333333333,0.06314722222222222,-0.03733017412915958,-0.004169063018048466
completo,EW,2002,Bens Industriais,espelho_antecipacao_45,-0.007413563782145544,-0.00017651342338441772,0.013293862283171318,42,-0.0005268068252250009,0.16504854929458188,0.05041875714961419,0.01524209790414714,223,0.5593893824909763,0.0002511112642291188,2001-09-28,2002-08-26,2001-08-06,2001-10-04,-0.0860500659910403,0.9318454796605884,-1.2149143048738764,0.2912080793967291,-1.2408213523853777,0.28247391070872463,False,False,False,False,False,False,0.031849999999999996,0.020883333333333334,-0.039263563782145544,-0.028296897115478878
completo,EW,2002,Bens Industriais,espelho_antecipacao_60,0.008858038137846408,0.00015540417785695452,0.012728539051260151,57,-0.0005268068252250009,0.16504854929458188,0.05041875714961419,0.01524209790414714,223,0.5593893824909763,0.0002511112642291188,2001-09-28,2002-08-26,2001-07-16,2001-10-04,0.09217678546173913,0.9268865438326925,-0.8581886655447369,0.4391694427353876,-0.9521417588194275,0.3949423484917183,False,False,False,False,False,False,0.043225,0.028341666666666668,-0.03436696186215359,-0.01948362852882026
completo,EW,2002,Bens Industriais,espelho_reacao_curta_1t,-0.02233341086243981,-0.002233341086243981,0.010492600911619111,10,-0.0005268068252250009,0.16504854929458188,0.05041875714961419,0.01524209790414714,223,0.5593893824909763,0.0002511112642291188,2001-09-28,2002-08-26,2001-10-01,2001-10-15,-0.6730880821689156,0.5177996404754097,-4.585641724496794,0.010140135831110841,-5.3901079623385275,0.005729852043041772,False,True,True,False,True,True,0.007583333333333333,0.004972222222222222,-0.029916744195773143,-0.02730563308466203
completo,EW,2002,Bens Industriais,espelho_reacao_media_1t,0.04057761635987579,0.0020288808179937897,0.015654127122418753,20,-0.0005268068252250009,0.16504854929458188,0.05041875714961419,0.01524209790414714,223,0.5593893824909763,0.0002511112642291188,2001-09-28,2002-08-26,2001-09-24,2001-10-22,0.5796190859830599,0.5689813449636558,0.015771183738600824,0.988172225088886,-0.21246312009579213,0.8421336632841152,False,False,False,False,False,False,0.015166666666666667,0.009944444444444443,0.025410949693209124,0.03063317191543135
completo,EW,2002,Bens Industriais,espelho_reacao_ampla_1t,0.03227169839159611,0.0008492552208314766,0.015086472885895172,38,-0.0005268068252250009,0.16504854929458188,0.05041875714961419,0.01524209790414714,223,0.5593893824909763,0.0002511112642291188,2001-09-28,2002-08-26,2001-09-10,2001-11-05,0.3470102531574882,0.7305496446096393,-1.1899648658033486,0.29986004000685074,-1.036774946192788,0.3584013923535778,False,False,False,False,False,False,0.028816666666666668,0.018894444444444446,0.0034550317249294436,0.013377253947151665
completo,EW,2002,Bens Industriais,espelho_reacao_curta_2t,0.055577981566151034,0.005557798156615104,0.008313587722054958,10,-0.0005268068252250009,0.16504854929458188,0.05041875714961419,0.01524209790414714,223,0.5593893824909763,0.0002511112642291188,2001-09-28,2002-08-26,2001-10-22,2001-11-05,2.114045288024539,0.06365027202844242,1.5304879880400124,0.20064292650774362,0.6684239565989833,0.540457636547848,False,False,False,True,False,False,0.007583333333333333,0.004972222222222222,0.047994648232817703,0.050605759343928816
completo,EW,2002,Bens Industriais,espelho_reacao_media_2t,0.040273318818987346,0.0020136659409493675,0.01417964093604881,20,-0.0005268068252250009,0.16504854929458188,0.05041875714961419,0.01524209790414714,223,0.5593893824909763,0.0002511112642291188,2001-09-28,2002-08-26,2001-10-15,2001-11-12,0.6350927993517372,0.5329423421248811,1.259603928639359,0.2762981121329364,0.9669762927923571,0.3883139688870141,False,False,False,False,False,False,0.015166666666666667,0.009944444444444443,0.025106652152320677,0.030328874374542902
completo,EW,2002,Bens Industriais,espelho_entre_turnos,0.011002080875121441,0.0006112267152845245,0.01264545856193828,18,-0.0005268068252250009,0.16504854929458188,0.05041875714961419,0.01524209790414714,223,0.5593893824909763,0.0002511112642291188,2001-09-28,2002-08-26,2001-10-01,2001-10-25,0.20507088126687226,0.8399521167781869,-1.210568982241934,0.2926978448580946,-1.6294042475627821,0.1785600496277473,False,False,False,False,False,False,0.01365,0.00895,-0.002647919124878559,0.002052080875121442
completo,EW,2002,Bens Industriais,espelho_ciclo_1sem,0.19297133671301503,0.0015562204573630245,0.012283419534839158,124,-0.0005268068252250009,0.16504854929458188,0.05041875714961419,0.01524209790414714,223,0.5593893824909763,0.0002511112642291188,2001-09-28,2002-08-26,2001-01-02,2001-07-02,1.4107909900231772,0.16083043386259321,0.8809883369083226,0.42807784042943475,0.3930527235328593,0.714328927589829,False,False,False,False,False,False,0.09403333333333333,0.06165555555555555,0.0989380033796817,0.13131578115745948
completo,EW,2002,Bens Industriais,espelho_ciclo_2sem,-0.12004268678480126,-0.0009759568031284656,0.014144077663106637,123,-0.0005268068252250009,0.16504854929458188,0.05041875714961419,0.01524209790414714,223,0.5593893824909763,0.0002511112642291188,2001-09-28,2002-08-26,2001-07-02,2002-01-02,-0.7652591290563866,0.445595126640415,-0.5860755911598475,0.5893005746271096,-0.2536381883106577,0.8122785857060404,False,False,False,False,False,False,0.093275,0.06115833333333333,-0.21331768678480126,-0.1812010201181346
completo,EW,2002,Bens Industriais,espelho_estendida,-0.12004268678480126,-0.0009759568031284656,0.014144077663106637,123,-0.0005268068252250009,0.16504854929458188,0.05041875714961419,0.01524209790414714,223,0.5593893824909763,0.0002511112642291188,2001-09-28,2002-08-26,2001-07-02,2002-01-02,-0.7652591290563866,0.445595126640415,-0.5860755911598475,0.5893005746271096,-0.2536381883106577,0.8122785857060404,False,False,False,False,False,False,0.093275,0.06115833333333333,-0.21331768678480126,-0.1812010201181346
completo,EW,2002,Construção e Transporte,espelho_antecipacao_45,-0.10115030486031557,-0.0024083405919122754,0.012497767457322865,42,3.086728260641171e-05,0.07545526078435702,0.04647510400475252,0.007788018226910054,61,0.9755896128175896,0.10518079529591723,2001-09-28,2002-08-26,2001-08-06,2001-10-04,-1.2488495199587348,0.21880383959245053,-1.2149143048738764,0.2912080793967291,-1.2408213523853777,0.28247391070872463,False,False,False,False,False,False,0.031849999999999996,0.020883333333333334,-0.13300030486031555,-0.1220336381936489
completo,EW,2002,Construção e Transporte,espelho_antecipacao_60,-0.1182163884372171,-0.002073971726968721,0.01200730501136339,57,3.086728260641171e-05,0.07545526078435702,0.04647510400475252,0.007788018226910054,61,0.9755896128175896,0.10518079529591723,2001-09-28,2002-08-26,2001-07-16,2001-10-04,-1.3040514209664822,0.19755093550543945,-0.8581886655447369,0.4391694427353876,-0.9521417588194275,0.3949423484917183,False,False,False,False,False,False,0.043225,0.028341666666666668,-0.16144138843721711,-0.14655805510388376
completo,EW,2002,Construção e Transporte,espelho_reacao_curta_1t,-0.02397402849694226,-0.002397402849694226,0.0046251245689998685,10,3.086728260641171e-05,0.07545526078435702,0.04647510400475252,0.007788018226910054,61,0.9755896128175896,0.10518079529591723,2001-09-28,2002-08-26,2001-10-01,2001-10-15,-1.639145791840029,0.13560524203712343,-4.585641724496794,0.010140135831110841,-5.3901079623385275,0.005729852043041772,False,True,True,False,True,True,0.007583333333333333,0.004972222222222222,-0.03155736183027559,-0.02894625071916448
completo,EW,2002,Construção e Transporte,espelho_reacao_media_1t,-0.04146339887063076,-0.002073169943531538,0.009912715425358714,20,3.086728260641171e-05,0.07545526078435702,0.04647510400475252,0.007788018226910054,61,0.9755896128175896,0.10518079529591723,2001-09-28,2002-08-26,2001-09-24,2001-10-22,-0.9353136297621829,0.36136305452939377,0.015771183738600824,0.988172225088886,-0.21246312009579213,0.8421336632841152,False,False,False,False,False,False,0.015166666666666667,0.009944444444444443,-0.05663006553729743,-0.051407843315075204
completo,EW,2002,Construção e Transporte,espelho_reacao_ampla_1t,-0.12584053425777722,-0.0033115930067836113,0.011317956280259786,38,3.086728260641171e-05,0.07545526078435702,0.04647510400475252,0.007788018226910054,61,0.9755896128175896,0.10518079529591723,2001-09-28,2002-08-26,2001-09-10,2001-11-05,-1.8036852058490596,0.07942786169927096,-1.1899648658033486,0.29986004000685074,-1.036774946192788,0.3584013923535778,False,False,False,True,False,False,0.028816666666666668,0.018894444444444446,-0.15465720092444388,-0.14473497870222166
completo,EW,2002,Construção e Transporte,espelho_reacao_curta_2t,0.0054839299146593485,0.0005483929914659348,0.008338905221737988,10,3.086728260641171e-05,0.07545526078435702,0.04647510400475252,0.007788018226910054,61,0.9755896128175896,0.10518079529591723,2001-09-28,2002-08-26,2001-10-22,2001-11-05,0.20796146014286992,0.8398888707323788,1.5304879880400124,0.20064292650774362,0.6684239565989833,0.540457636547848,False,False,False,False,False,False,0.007583333333333333,0.004972222222222222,-0.002099403418673985,0.0005117076924371269
completo,EW,2002,Construção e Transporte,espelho_reacao_media_2t,-0.018256310243980965,-0.0009128155121990482,0.006463032584098773,20,3.086728260641171e-05,0.07545526078435702,0.04647510400475252,0.007788018226910054,61,0.9755896128175896,0.10518079529591723,2001-09-28,2002-08-26,2001-10-15,2001-11-12,-0.6316284219934752,0.5351560260199841,1.259603928639359,0.2762981121329364,0.9669762927923571,0.3883139688870141,False,False,False,False,False,False,0.015166666666666667,0.009944444444444443,-0.033422976910647634,-0.02820075468842541
completo,EW,2002,Construção e Transporte,espelho_entre_turnos,-0.03173987517877698,-0.0017633263988209432,0.005528612515330735,18,3.086728260641171e-05,0.07545526078435702,0.04647510400475252,0.007788018226910054,61,0.9755896128175896,0.10518079529591723,2001-09-28,2002-08-26,2001-10-01,2001-10-25,-1.353171397627189,0.19372287994416038,-1.210568982241934,0.2926978448580946,-1.6294042475627821,0.1785600496277473,False,False,False,False,False,False,0.01365,0.00895,-0.04538987517877698,-0.04068987517877698
completo,EW,2002,Construção e Transporte,espelho_ciclo_1sem,-0.10496217835735625,-0.00084646918030126,0.009388415264698515,124,3.086728260641171e-05,0.07545526078435702,0.04647510400475252,0.007788018226910054,61,0.9755896128175896,0.10518079529591723,2001-09-28,2002-08-26,2001-01-02,2001-07-02,-1.0039907276015958,0.31735412925607487,0.8809883369083226,0.42807784042943475,0.3930527235328593,0.714328927589829,False,False,False,False,False,False,0.09403333333333333,0.06165555555555555,-0.19899551169068957,-0.1666177339129118
completo,EW,2002,Construção e Transporte,espelho_ciclo_2sem,-0.1259385660330474,-0.0010322833281397328,0.009815290488517443,122,3.086728260641171e-05,0.07545526078435702,0.04647510400475252,0.007788018226910054,61,0.9755896128175896,0.10518079529591723,2001-09-28,2002-08-26,2001-07-02,2002-01-02,-1.161651002042747,0.24766360962123746,-0.5860755911598475,0.5893005746271096,-0.2536381883106577,0.8122785857060404,False,False,False,False,False,False,0.09251666666666666,0.06066111111111111,-0.21845523269971406,-0.1865996771441585
completo,EW,2002,Construção e Transporte,espelho_estendida,-0.1259385660330474,-0.0010322833281397328,0.009815290488517443,122,3.086728260641171e-05,0.07545526078435702,0.04647510400475252,0.007788018226910054,61,0.9755896128175896,0.10518079529591723,2001-09-28,2002-08-26,2001-07-02,2002-01-02,-1.161651002042747,0.24766360962123746,-0.5860755911598475,0.5893005746271096,-0.2536381883106577,0.8122785857060404,False,False,False,False,False,False,0.09251666666666666,0.06066111111111111,-0.21845523269971406,-0.1865996771441585
completo,EW,2002,Consumo Cíclico,antecipacao_45,-0.03995316020505017,-0.0008878480045566705,0.009770552390833808,45,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2002-08-05,2002-10-04,-0.6095730555844763,0.5452798125033658,0.14041296682900747,0.8972312698355593,-0.2038264958192011,0.8515323756913746,False,False,False,False,False,False,0.034124999999999996,0.022375,-0.07407816020505018,-0.06232816020505017
completo,EW,2002,Consumo Cíclico,antecipacao_60,-0.02567596703159189,-0.00042793278385986483,0.009475699298226361,60,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2002-07-15,2002-10-04,-0.34981619678363124,0.7277223013967689,0.18777482448197524,0.8630359935023935,-0.2319595616208759,0.8314917607977708,False,False,False,False,False,False,0.0455,0.029833333333333333,-0.07117596703159189,-0.055509300364925226
completo,EW,2002,Consumo Cíclico,reacao_curta_1t,0.006875338836340313,0.0006250308033036648,0.01048967589512006,11,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2002-09-30,2002-10-14,0.19762218372610243,0.8472999316502405,0.5174810446101088,0.6405577636399378,0.3921859925416868,0.7211225097342222,False,False,False,False,False,False,0.008341666666666667,0.005469444444444444,-0.0014663278303263545,0.0014058943918958686
completo,EW,2002,Consumo Cíclico,reacao_media_1t,0.01652768664442173,0.0007870326973534158,0.00816343697612012,21,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2002-09-23,2002-10-21,0.4418037305337836,0.663371277802701,-0.6377819735399719,0.5689610307502315,-0.7848650085064439,0.48980662665364894,False,False,False,False,False,False,0.015924999999999998,0.010441666666666667,0.0006026866444217328,0.006086019977755064
completo,EW,2002,Consumo Cíclico,reacao_ampla_1t,0.02425572261250465,0.000591602990548894,0.010551917057059212,41,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2002-09-09,2002-11-04,0.3589970833960586,0.7214853821156975,-0.2878342867271602,0.7922126915720078,-0.2779015235381331,0.7991398428626002,False,False,False,False,False,False,0.031091666666666667,0.020386111111111112,-0.006835944054162015,0.0038696115013935398
completo,EW,2002,Consumo Cíclico,reacao_curta_2t,0.026313197359531346,0.0023921088508664858,0.016170080741236086,11,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2002-10-21,2002-11-04,0.49064241811608156,0.6342669482917436,-0.23001113663821154,0.8328744393517371,0.25466197022512777,0.8154431523849284,False,False,False,False,False,False,0.008341666666666667,0.005469444444444444,0.01797153069286468,0.020843752915086902
completo,EW,2002,Consumo Cíclico,reacao_media_2t,0.04700780870585344,0.0022384670812311165,0.013297927120866563,21,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2002-10-14,2002-11-11,0.7713942742483607,0.449491811662063,0.44841490944167517,0.6842617480535198,0.68654128387979,0.5416768863001398,False,False,False,False,False,False,0.015924999999999998,0.010441666666666667,0.031082808705853445,0.036566142039186775
completo,EW,2002,Consumo Cíclico,entre_turnos,0.005596911726204955,0.0002798455863102478,0.008091481739198027,20,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2002-09-30,2002-10-25,0.15466975626024687,0.878712872068564,-0.565978431142747,0.6109790990376878,-0.7005215290701706,0.534043775123652,False,False,False,False,False,False,0.015166666666666667,0.009944444444444443,-0.009569754940461712,-0.004347532718239488
completo,EW,2002,Consumo Cíclico,ciclo_1sem,-0.050441503348388234,-0.00041009352315762794,0.006626489304358724,123,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2002-01-02,2002-07-01,-0.6863599985938368,0.49378853093765596,-0.019997138269036634,0.9853013059314686,-0.31286253720977464,0.774873268728256,False,False,False,False,False,False,0.093275,0.06115833333333333,-0.14371650334838823,-0.11159983668172156
completo,EW,2002,Consumo Cíclico,ciclo_2sem,0.043245980205983914,0.0003405195291809757,0.010536182990146086,127,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2002-07-01,2002-12-30,0.3642173078974605,0.7163062336069985,0.2717787449342326,0.8034223477175977,0.305248606625002,0.7801302192119342,False,False,False,False,False,False,0.09630833333333333,0.06314722222222222,-0.053062353127349415,-0.019901242016238302
completo,EW,2002,Consumo Cíclico,estendida,0.043245980205983914,0.0003405195291809757,0.010536182990146086,127,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2002-07-01,2002-12-30,0.3642173078974605,0.7163062336069985,0.2717787449342326,0.8034223477175977,0.305248606625002,0.7801302192119342,False,False,False,False,False,False,0.09630833333333333,0.06314722222222222,-0.053062353127349415,-0.019901242016238302
completo,EW,2002,Consumo Cíclico,espelho_antecipacao_45,-0.03488893958595275,-0.0008306890377607799,0.007176993885767585,42,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2001-08-06,2001-10-04,-0.7501023883290912,0.4574761182102942,-1.2149143048738764,0.2912080793967291,-1.2408213523853777,0.28247391070872463,False,False,False,False,False,False,0.031849999999999996,0.020883333333333334,-0.06673893958595276,-0.05577227291928609
completo,EW,2002,Consumo Cíclico,espelho_antecipacao_60,-0.03120076453537867,-0.0005473818339540117,0.007727234335520206,57,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2001-07-16,2001-10-04,-0.5348151796343109,0.5948949431928829,-0.8581886655447369,0.4391694427353876,-0.9521417588194275,0.3949423484917183,False,False,False,False,False,False,0.043225,0.028341666666666668,-0.07442576453537866,-0.05954243120204534
completo,EW,2002,Consumo Cíclico,espelho_reacao_curta_1t,-0.02178271308972408,-0.0021782713089724083,0.0033723451774746536,10,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2001-10-01,2001-10-15,-2.0425841174738264,0.07146586663491727,-4.585641724496794,0.010140135831110841,-5.3901079623385275,0.005729852043041772,False,True,True,True,True,True,0.007583333333333333,0.004972222222222222,-0.029366046423057415,-0.026754935311946303
completo,EW,2002,Consumo Cíclico,espelho_reacao_media_1t,0.0033997305637008986,0.00016998652818504492,0.005460382883347244,20,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2001-09-24,2001-10-22,0.13922153094434295,0.8907402127499506,0.015771183738600824,0.988172225088886,-0.21246312009579213,0.8421336632841152,False,False,False,False,False,False,0.015166666666666667,0.009944444444444443,-0.011766936102965768,-0.006544713880743545
completo,EW,2002,Consumo Cíclico,espelho_reacao_ampla_1t,0.02823955699925247,0.0007431462368224335,0.00670329036466993,38,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2001-09-10,2001-11-05,0.6834048384158694,0.49860860677662044,-1.1899648658033486,0.29986004000685074,-1.036774946192788,0.3584013923535778,False,False,False,False,False,False,0.028816666666666668,0.018894444444444446,-0.0005771096674141961,0.009345112554808025
completo,EW,2002,Consumo Cíclico,espelho_reacao_curta_2t,0.02855896673593409,0.002855896673593409,0.005109807375082263,10,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2001-10-22,2001-11-05,1.7674126611295657,0.11095833218874418,1.5304879880400124,0.20064292650774362,0.6684239565989833,0.540457636547848,False,False,False,False,False,False,0.007583333333333333,0.004972222222222222,0.020975633402600755,0.023586744513711868
completo,EW,2002,Consumo Cíclico,espelho_reacao_media_2t,0.07695544594212012,0.0038477722971060058,0.006815497090927514,20,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2001-10-15,2001-11-12,2.5247990875743014,0.020631367002094336,1.259603928639359,0.2762981121329364,0.9669762927923571,0.3883139688870141,True,False,False,True,False,False,0.015166666666666667,0.009944444444444443,0.06178877927545345,0.06701100149767567
completo,EW,2002,Consumo Cíclico,espelho_entre_turnos,-0.008276296012976699,-0.0004597942229431499,0.004951254046006781,18,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2001-10-01,2001-10-25,-0.3939894135576196,0.698487005105735,-1.210568982241934,0.2926978448580946,-1.6294042475627821,0.1785600496277473,False,False,False,False,False,False,0.01365,0.00895,-0.0219262960129767,-0.017226296012976698
completo,EW,2002,Consumo Cíclico,espelho_ciclo_1sem,-0.004992136342399207,-4.025916405160651e-05,0.006191636234581759,124,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2001-01-02,2001-07-02,-0.07240526749033203,0.9423969990807941,0.8809883369083226,0.42807784042943475,0.3930527235328593,0.714328927589829,False,False,False,False,False,False,0.09403333333333333,0.06165555555555555,-0.09902546967573253,-0.06664769189795475
completo,EW,2002,Consumo Cíclico,espelho_ciclo_2sem,0.08788253153443336,0.0007144921262962062,0.00781725621386404,123,-8.14064583120755e-05,0.05162995051455326,0.02246653126927023,0.007247071633218993,223,0.8566512575069796,0.0389604218470533,2001-09-28,2002-08-26,2001-07-02,2002-01-02,1.0136678130335082,0.31274741230356096,-0.5860755911598475,0.5893005746271096,-0.2536381883106577,0.8122785857060404,False,False,False,False,False,False,0.093275,0.06115833333333333,-0.005392468465566638,0.02672419820110003
