cenario,ano,setor,janela,car,ar_medio,ar_std,n_dias,alpha,beta,r_squared,sigma_resid,n_obs_estimacao,est_inicio,est_fim,janela_inicio,janela_fim,t_stat_simples,p_value_simples,t_stat_silva,p_value_silva,t_stat_bmp,p_value_bmp,sig_5pct_simples,sig_10pct_simples,sig_5pct_silva,sig_5pct_bmp,selic_anual,ipca_anual,selic_proporcional,ipca_proporcional,car_excesso_selic,car_excesso_ipca
sem_crises,2006,Construção e Transporte,reacao_media,-0.19498256511105885,-0.009284884052907564,0.013474876266002453,21,0.007178557551296648,0.46105434799657197,0.013039432077493696,0.0651801416606043,223,2005-09-27,2006-08-18,2006-09-18,2006-10-17,-3.157630775333275,0.004952090622817096,-2.1421120184492644,0.05782868939053776,-1.807162209623332,0.10086800683553943,True,True,False,False,0.1513,0.0314,0.012608333333333333,0.0026166666666666664,-0.20759089844439219,-0.1975992317777255
sem_crises,2006,Construção e Transporte,reacao_ampla,-0.30350662064329176,-0.007402600503494921,0.016594216002229555,41,0.007178557551296648,0.46105434799657197,0.013039432077493696,0.0651801416606043,223,2005-09-27,2006-08-18,2006-09-01,2006-10-31,-2.8564031405637014,0.006764790733748471,-1.3172966904617975,0.21712316841829837,-0.6729618705681601,0.5162210292279859,True,True,False,False,0.1513,0.0314,0.024616269841269838,0.005108730158730158,-0.3281228904845616,-0.3086153508020219
sem_crises,2006,Construção e Transporte,reacao_2turno,-0.039327928472225805,-0.0035752662247478004,0.011185842113517057,11,0.007178557551296648,0.46105434799657197,0.013039432077493696,0.0651801416606043,223,2005-09-27,2006-08-18,2006-10-23,2006-11-07,-1.0600736603272667,0.3140435978966474,2.0058029398571193,0.07268161149618857,2.1296931490203357,0.059051784919301964,False,False,False,False,0.1513,0.0314,0.006604365079365079,0.0013706349206349206,-0.04593229355159088,-0.04069856339286072
sem_crises,2006,Construção e Transporte,ciclo_1sem,-0.0605611800349112,-0.0004923673173570016,0.06755990919010091,123,0.007178557551296648,0.46105434799657197,0.013039432077493696,0.0651801416606043,223,2005-09-27,2006-08-18,2006-01-02,2006-06-30,-0.08082630324954322,0.9357125330256,-0.28577640912109453,0.7808815641419304,0.2574130603349426,0.8020792782384483,False,False,False,False,0.1513,0.0314,0.07384880952380952,0.015326190476190474,-0.13440998955872072,-0.07588737051110167
sem_crises,2006,Construção e Transporte,ciclo_2sem,-0.6949033574246115,-0.005649620792070012,0.013772130619070889,123,0.007178557551296648,0.46105434799657197,0.013039432077493696,0.0651801416606043,223,2005-09-27,2006-08-18,2006-07-01,2006-12-31,-4.549573873127354,1.278784802738464e-05,0.10528693124505423,0.9182301050407276,1.4315629375361028,0.18277208656547672,True,True,False,False,0.1513,0.0314,0.07384880952380952,0.015326190476190474,-0.7687521669484211,-0.710229547900802
sem_crises,2006,Construção e Transporte,estendida,-0.6949033574246115,-0.005649620792070012,0.013772130619070889,123,0.007178557551296648,0.46105434799657197,0.013039432077493696,0.0651801416606043,223,2005-09-27,2006-08-18,2006-07-01,2006-12-31,-4.549573873127354,1.278784802738464e-05,0.10528693124505423,0.9182301050407276,1.4315629375361028,0.18277208656547672,True,True,False,False,0.1513,0.0314,0.07384880952380952,0.015326190476190474,-0.7687521669484211,-0.710229547900802
sem_crises,2006,Consumo Cíclico,antecipacao_45,0.11745904053126774,0.0026102009006948386,0.009190737341234512,45,-0.0012383838346088302,0.16779802938271943,0.01748203619224653,0.02044107415970048,223,2005-09-27,2006-08-18,2006-07-28,2006-09-29,1.905152905207775,0.06330864972941042,-0.39403052783008985,0.701830061927158,0.7004855537874141,0.4995971710252707,False,True,False,False,0.1513,0.0314,0.027017857142857142,0.0056071428571428565,0.09044118338841059,0.11185189767412489
sem_crises,2006,Consumo Cíclico,antecipacao_60,0.09507997629179421,0.0015846662715299036,0.008592635270924416,60,-0.0012383838346088302,0.16779802938271943,0.01748203619224653,0.02044107415970048,223,2005-09-27,2006-08-18,2006-07-07,2006-09-29,1.428522423080025,0.1584143358475394,-1.2359619418041685,0.24471788661244553,0.3998289198079959,0.6976894212263713,False,False,False,False,0.1513,0.0314,0.03602380952380952,0.007476190476190476,0.05905616676798469,0.08760378581560374
sem_crises,2006,Consumo Cíclico,reacao_curta,-0.2318789540502139,-0.021079904913655807,0.08668493762939937,11,-0.0012383838346088302,0.16779802938271943,0.01748203619224653,0.02044107415970048,223,2005-09-27,2006-08-18,2006-09-25,2006-10-09,-0.8065315281631342,0.43869661543971716,-1.5786186017801782,0.14550343878383165,-1.4376272902148197,0.1810860801257086,False,False,False,False,0.1513,0.0314,0.006604365079365079,0.0013706349206349206,-0.23848331912957896,-0.2332495889708488
sem_crises,2006,Consumo Cíclico,reacao_media,-0.2335905695174685,-0.011123360453212786,0.06250024993075874,21,-0.0012383838346088302,0.16779802938271943,0.01748203619224653,0.02044107415970048,223,2005-09-27,2006-08-18,2006-09-18,2006-10-17,-0.8155749987495622,0.424350190361209,-2.1421120184492644,0.05782868939053776,-1.807162209623332,0.10086800683553943,False,False,False,False,0.1513,0.0314,0.012608333333333333,0.0026166666666666664,-0.24619890285080184,-0.23620723618413517
