ticker_yf,status,TICKER_YF,SETOR_B3,TICKER_ORIGINAL
MITE3.SA,falha,MITE3.SA,Construção e Transporte,MITE3
STBP3.SA,falha,STBP3.SA,Construção e Transporte,STBP3
AFDI3.SA,falha,AFDI3.SA,Construção e Transporte,AFDI3
ARG6.SA,falha,ARG6.SA,Utilidade Pública,ARG6
CEG3.SA,falha,CEG3.SA,Utilidade Pública,CEG3
BFTI3.SA,falha,BFTI3.SA,Consumo Cíclico,BFTI3
CEPE5.SA,falha,CEPE5.SA,Utilidade Pública,CEPE5
CPFL3.SA,falha,CPFL3.SA,Utilidade Pública,CPFL3
ECVS3.SA,falha,ECVS3.SA,Construção e Transporte,ECVS3
ITPB3.SA,falha,ITPB3.SA,Utilidade Pública,ITPB3
PLGS3.SA,falha,PLGS3.SA,Utilidade Pública,PLGS3
CRTE5.SA,falha,CRTE5.SA,Construção e Transporte,CRTE5
WTCR3.SA,falha,WTCR3.SA,Consumo Cíclico,WTCR3
EQMA3.SA,falha,EQMA3.SA,Utilidade Pública,EQMA3
IGRJ3.SA,falha,IGRJ3.SA,Utilidade Pública,IGRJ3
APLS3.SA,falha,APLS3.SA,Construção e Transporte,APLS3
LOND3.SA,falha,LOND3.SA,Outros,LOND3
SRNA3.SA,falha,SRNA3.SA,Utilidade Pública,SRNA3
ENGT3.SA,falha,ENGT3.SA,Utilidade Pública,ENGT3
CPRE3.SA,falha,CPRE3.SA,Utilidade Pública,CPRE3
SDES3.SA,falha,SDES3.SA,Outros,SDES3
SOMA3.SA,falha,SOMA3.SA,Consumo Cíclico,SOMA3
AVCB3.SA,falha,AVCB3.SA,Materiais Básicos,AVCB3
EQGO3.SA,falha,EQGO3.SA,Utilidade Pública,EQGO3
RALT3.SA,falha,RALT3.SA,Utilidade Pública,RALT3
TCNO3.SA,falha,TCNO3.SA,Construção e Transporte,TCNO3
SJOE4.SA,falha,SJOE4.SA,Consumo Cíclico,SJOE4
QPAR3.SA,falha,QPAR3.SA,Financeiro,QPAR3
VIXL3.SA,falha,VIXL3.SA,Construção e Transporte,VIXL3
CCBR3.SA,falha,CCBR3.SA,Construção e Transporte,CCBR3
SUGO3.SA,falha,SUGO3.SA,Construção e Transporte,SUGO3
SELF3.SA,falha,SELF3.SA,Consumo Cíclico,SELF3
CRFB3.SA,falha,CRFB3.SA,Consumo Cíclico,CRFB3
RCOL3.SA,falha,RCOL3.SA,Construção e Transporte,RCOL3
XXNV3.SA,falha,XXNV3.SA,Outros,XXNV3
EBES3.SA,falha,EBES3.SA,Utilidade Pública,EBES3
UNQM3.SA,falha,UNQM3.SA,Utilidade Pública,UNQM3
ECVI3.SA,falha,ECVI3.SA,Construção e Transporte,ECVI3
ARG5.SA,falha,ARG5.SA,Utilidade Pública,ARG5
SNRS3.SA,falha,SNRS3.SA,Comunicações,SNRS3
VTAL3.SA,falha,VTAL3.SA,Comunicações,VTAL3
AZEV11.SA,falha,AZEV11.SA,Construção e Transporte,AZEV11
MRSA3.SA,falha,MRSA3.SA,Construção e Transporte,MRSA3
BRQS3.SA,falha,BRQS3.SA,Comunicações,BRQS3
LISE3.SA,falha,LISE3.SA,Utilidade Pública,LISE3
LMTP3.SA,falha,LMTP3.SA,Utilidade Pública,LMTP3
MNLT3.SA,falha,MNLT3.SA,Outros,MNLT3
CSRN3.SA,falha,CSRN3.SA,Utilidade Pública,CSRN3
ELET3.SA,falha,ELET3.SA,Utilidade Pública,ELET3
ALVM3.SA,falha,ALVM3.SA,Outros,ALVM3
PATR3.SA,falha,PATR3.SA,Construção e Transporte,PATR3
ORZM3.SA,falha,ORZM3.SA,Utilidade Pública,ORZM3
KALL3.SA,falha,KALL3.SA,Construção e Transporte,KALL3
OCEN3.SA,falha,OCEN3.SA,"Petróleo, Gás e Biocombustíveis",OCEN3
BFRE3.SA,falha,BFRE3.SA,Financeiro,BFRE3
YOUC3.SA,falha,YOUC3.SA,Construção e Transporte,YOUC3
PDGS3.SA,falha,PDGS3.SA,Financeiro,PDGS3
INTP3.SA,falha,INTP3.SA,Saúde,INTP3
BETP3.SA,falha,BETP3.SA,Financeiro,BETP3
RMNO3.SA,falha,RMNO3.SA,Construção e Transporte,RMNO3
NBRT3.SA,falha,NBRT3.SA,Utilidade Pública,NBRT3
HORT3.SA,falha,HORT3.SA,Consumo Cíclico,HORT3
TEUT3.SA,falha,TEUT3.SA,Saúde,TEUT3
NEUM3.SA,falha,NEUM3.SA,Financeiro,NEUM3
SOLB3.SA,falha,SOLB3.SA,Consumo Não Cíclico,SOLB3
MIGB3.SA,falha,MIGB3.SA,Consumo Cíclico,MIGB3
IVTC3.SA,falha,IVTC3.SA,Utilidade Pública,IVTC3
IGTA3.SA,falha,IGTA3.SA,Consumo Cíclico,IGTA3
TLSA3.SA,falha,TLSA3.SA,Construção e Transporte,TLSA3
ENMS3.SA,falha,ENMS3.SA,Utilidade Pública,ENMS3
JBSS3.SA,falha,JBSS3.SA,Consumo Não Cíclico,JBSS3
BTRM3.SA,falha,BTRM3.SA,Utilidade Pública,BTRM3
SQIA3.SA,falha,SQIA3.SA,Comunicações,SQIA3
FTLN3.SA,falha,FTLN3.SA,Construção e Transporte,FTLN3
CATA4.SA,falha,CATA4.SA,Consumo Cíclico,CATA4
CSCI3.SA,falha,CSCI3.SA,Financeiro,CSCI3
RMOE3.SA,falha,RMOE3.SA,Construção e Transporte,RMOE3
BNDP3.SA,falha,BNDP3.SA,Outros,BNDP3
KINF3.SA,falha,KINF3.SA,Construção e Transporte,KINF3
CELP3.SA,falha,CELP3.SA,Outros,CELP3
CPTM3.SA,falha,CPTM3.SA,Utilidade Pública,CPTM3
GAMA3.SA,falha,GAMA3.SA,Outros,GAMA3
RBNS11.SA,falha,RBNS11.SA,Comunicações,RBNS11
SNOP3.SA,falha,SNOP3.SA,Utilidade Pública,SNOP3
SUZH3.SA,falha,SUZH3.SA,Materiais Básicos,SUZH3
EURO3.SA,falha,EURO3.SA,Saúde,EURO3
TOKY3.SA,falha,TOKY3.SA,Consumo Cíclico,TOKY3
CADP3.SA,falha,CADP3.SA,Financeiro,CADP3
FGOM3.SA,falha,FGOM3.SA,Utilidade Pública,FGOM3
BONA3.SA,falha,BONA3.SA,Utilidade Pública,BONA3
LCFL3.SA,falha,LCFL3.SA,Construção e Transporte,LCFL3
ARTR3.SA,falha,ARTR3.SA,Construção e Transporte,ARTR3
ATAS3.SA,falha,ATAS3.SA,Consumo Cíclico,ATAS3
SRGE3.SA,falha,SRGE3.SA,Utilidade Pública,SRGE3
MLOG3.SA,falha,MLOG3.SA,Outros,MLOG3
CLSA3.SA,falha,CLSA3.SA,Comunicações,CLSA3
IFIN3.SA,falha,IFIN3.SA,Financeiro,IFIN3
RCIB3.SA,falha,RCIB3.SA,Financeiro,RCIB3
MOTI3.SA,falha,MOTI3.SA,Construção e Transporte,MOTI3
LAMS3.SA,falha,LAMS3.SA,Construção e Transporte,LAMS3
PIRP3.SA,falha,PIRP3.SA,Utilidade Pública,PIRP3
CMGT3.SA,falha,CMGT3.SA,Utilidade Pública,CMGT3
TIGR3.SA,falha,TIGR3.SA,Construção e Transporte,TIGR3
TGMC3.SA,falha,TGMC3.SA,Construção e Transporte,TGMC3
CVLB3.SA,falha,CVLB3.SA,Consumo Cíclico,CVLB3
PACA3.SA,falha,PACA3.SA,Construção e Transporte,PACA3
QUSW3.SA,falha,QUSW3.SA,Comunicações,QUSW3
PINE11.SA,falha,PINE11.SA,Financeiro,PINE11
PRFT3.SA,falha,PRFT3.SA,"Petróleo, Gás e Biocombustíveis",PRFT3
CMGD3.SA,falha,CMGD3.SA,Utilidade Pública,CMGD3
DNMC3.SA,falha,DNMC3.SA,Utilidade Pública,DNMC3
QVQP3B.SA,falha,QVQP3B.SA,Outros,QVQP3B
ALIS3.SA,falha,ALIS3.SA,Construção e Transporte,ALIS3
YBYR3.SA,falha,YBYR3.SA,Outros,YBYR3
TPE3.SA,falha,TPE3.SA,Utilidade Pública,TPE3
PPFX3.SA,falha,PPFX3.SA,Construção e Transporte,PPFX3
SBFC3.SA,falha,SBFC3.SA,Consumo Cíclico,SBFC3
RMCE3.SA,falha,RMCE3.SA,Construção e Transporte,RMCE3
SCME3.SA,falha,SCME3.SA,Financeiro,SCME3
SULB3.SA,falha,SULB3.SA,Comunicações,SULB3
VB16.SA,falha,VB16.SA,Construção e Transporte,VB16
CIEL3.SA,falha,CIEL3.SA,Financeiro,CIEL3
LTEL3.SA,falha,LTEL3.SA,Materiais Básicos,LTEL3
ELEA3.SA,falha,ELEA3.SA,Comunicações,ELEA3
ARAG3.SA,falha,ARAG3.SA,Construção e Transporte,ARAG3
DAYC4.SA,falha,DAYC4.SA,Financeiro,DAYC4
ELDP3.SA,falha,ELDP3.SA,Materiais Básicos,ELDP3
PRMT3.SA,falha,PRMT3.SA,Outros,PRMT3
RBND3.SA,falha,RBND3.SA,Construção e Transporte,RBND3
ARGE3.SA,falha,ARGE3.SA,Utilidade Pública,ARGE3
CEEE3.SA,falha,CEEE3.SA,Utilidade Pública,CEEE3
BBRK3.SA,falha,BBRK3.SA,Construção e Transporte,BBRK3
BDLE3.SA,falha,BDLE3.SA,Financeiro,BDLE3
BRKP3.SA,falha,BRKP3.SA,Utilidade Pública,BRKP3
GOLL4.SA,falha,GOLL4.SA,Construção e Transporte,GOLL4
EESG3.SA,falha,EESG3.SA,Utilidade Pública,EESG3
FULW3.SA,falha,FULW3.SA,Construção e Transporte,FULW3
RUMO3.SA,falha,RUMO3.SA,Construção e Transporte,RAIL3
WTCA3.SA,falha,WTCA3.SA,Consumo Cíclico,WTCA3
RSMT3.SA,falha,RSMT3.SA,Construção e Transporte,RSMT3
ALTI3.SA,falha,ALTI3.SA,Saúde,ALTI3
CLAR3.SA,falha,CLAR3.SA,Comunicações,CLAR3
LMTR3.SA,falha,LMTR3.SA,Construção e Transporte,LMTR3
MEND5.SA,falha,MEND5.SA,Construção e Transporte,MEND5
BION3.SA,falha,BION3.SA,Comunicações,BION3
ASAB3.SA,falha,ASAB3.SA,Utilidade Pública,ASAB3
PSVM3.SA,falha,PSVM3.SA,Construção e Transporte,PSVM3
BRFS3.SA,falha,BRFS3.SA,Consumo Não Cíclico,BRFS3
SULP4.SA,falha,SULP4.SA,Construção e Transporte,SULP4
UNDA3.SA,falha,UNDA3.SA,Comunicações,UNDA3
PORT3.SA,falha,PORT3.SA,Construção e Transporte,PORT3
VRON3.SA,falha,VRON3.SA,Construção e Transporte,VRON3
PRBC4.SA,falha,PRBC4.SA,Financeiro,PRBC4
CANT3.SA,falha,CANT3.SA,Consumo Cíclico,CANT3
TRVF3.SA,falha,TRVF3.SA,Financeiro,TRVF3
RDVT3.SA,falha,RDVT3.SA,Construção e Transporte,RDVT3
ENSS3.SA,falha,ENSS3.SA,Utilidade Pública,ENSS3
TRVM3.SA,falha,TRVM3.SA,Financeiro,TRVM3
CHES3.SA,falha,CHES3.SA,Utilidade Pública,CHES3
SAAU3.SA,falha,SAAU3.SA,Consumo Cíclico,SAAU3
SAN3.SA,falha,SAN3.SA,Utilidade Pública,SAN3
GRAN3.SA,falha,GRAN3.SA,Consumo Não Cíclico,GRAN3
HMOB3.SA,falha,HMOB3.SA,Outros,HMOB3
NWTL3.SA,falha,NWTL3.SA,Comunicações,NWTL3
MNRD3.SA,falha,MNRD3.SA,Construção e Transporte,MNRD3
RGES3.SA,falha,RGES3.SA,Utilidade Pública,RGES3
ELTR3.SA,falha,ELTR3.SA,Comunicações,ELTR3
CART3.SA,falha,CART3.SA,Construção e Transporte,CART3
CBND3.SA,falha,CBND3.SA,Outros,CBND3
CEDAE3.SA,falha,CEDAE3.SA,Utilidade Pública,CEDAE3
RZEN3.SA,falha,RZEN3.SA,Consumo Não Cíclico,RZEN3
KRSA3.SA,falha,KRSA3.SA,Comunicações,KRSA3
ELPL3.SA,falha,ELPL3.SA,Utilidade Pública,ELPL3
MAES3.SA,falha,MAES3.SA,Construção e Transporte,MAES3
AEGE3.SA,falha,AEGE3.SA,Utilidade Pública,AEGE3
JMAC3.SA,falha,JMAC3.SA,Consumo Não Cíclico,JMAC3
COMC3.SA,falha,COMC3.SA,Utilidade Pública,COMC3
ECCE3.SA,falha,ECCE3.SA,Construção e Transporte,ECCE3
RDBR3.SA,falha,RDBR3.SA,Construção e Transporte,RDBR3
EIXO3.SA,falha,EIXO3.SA,Construção e Transporte,EIXO3
AMMO3.SA,falha,AMMO3.SA,Consumo Cíclico,AMMO3
NTCO3.SA,falha,NTCO3.SA,Saúde,NTCO3
JHML3.SA,falha,JHML3.SA,Consumo Cíclico,JHML3
MLTN3.SA,falha,MLTN3.SA,Utilidade Pública,MLTN3
CTCA3.SA,falha,CTCA3.SA,Consumo Não Cíclico,CTCA3
E101.SA,falha,E101.SA,Construção e Transporte,E101
TRVS3.SA,falha,TRVS3.SA,Financeiro,TRVS3
EDSP3.SA,falha,EDSP3.SA,Utilidade Pública,EDSP3
SAEN3.SA,falha,SAEN3.SA,Utilidade Pública,SAEN3
LMED3.SA,falha,LMED3.SA,Bens Industriais,LMED3
ROST3.SA,falha,ROST3.SA,Construção e Transporte,ROST3
CPTP3.SA,falha,CPTP3.SA,Comunicações,CPTP3
ANCH3.SA,falha,ANCH3.SA,Saúde,ANCH3
SEIV4.SA,falha,SEIV4.SA,Materiais Básicos,SEIV4
FORP3.SA,falha,FORP3.SA,Comunicações,FORP3
METN4.SA,falha,METN4.SA,Materiais Básicos,METN4
BSLI4.SA,falha,BSLI4.SA,Financeiro,BSLI4
TCPP3.SA,falha,TCPP3.SA,Construção e Transporte,TCPP3
MMXM3.SA,falha,MMXM3.SA,Materiais Básicos,MMXM3
CAMU3.SA,falha,CAMU3.SA,Consumo Não Cíclico,CAMU3
URBA3.SA,falha,URBA3.SA,Construção e Transporte,URBA3
TWEC3.SA,falha,TWEC3.SA,Utilidade Pública,TWEC3
ITAO3.SA,falha,ITAO3.SA,Consumo Não Cíclico,ITAO3
BSBE3.SA,falha,BSBE3.SA,Utilidade Pública,BSBE3
NRTQ3.SA,falha,NRTQ3.SA,Saúde,NRTQ3
AFLU3.SA,falha,AFLU3.SA,Construção e Transporte,AFLU3
AGUA3.SA,falha,AGUA3.SA,Utilidade Pública,AGUA3
AUPR3.SA,falha,AUPR3.SA,Utilidade Pública,AUPR3
BLUT3.SA,falha,BLUT3.SA,Consumo Não Cíclico,BLUT3
TESA3.SA,falha,TESA3.SA,Consumo Não Cíclico,TESA3
ANIMA3.SA,falha,ANIMA3.SA,Outros,ANIMA3
ALGT3.SA,falha,ALGT3.SA,Comunicações,ALGT3
ELFA3.SA,falha,ELFA3.SA,Saúde,ELFA3
LUBR3.SA,falha,LUBR3.SA,"Petróleo, Gás e Biocombustíveis",LUBR3
SANE3.SA,falha,SANE3.SA,Utilidade Pública,SANE3
ATER3.SA,falha,ATER3.SA,Utilidade Pública,ATER3
WIZS3.SA,falha,WIZS3.SA,Materiais Básicos,WIZS3
BIED3.SA,falha,BIED3.SA,Outros,BIED3
REGE3.SA,falha,REGE3.SA,Utilidade Pública,REGE3
CAND3.SA,falha,CAND3.SA,Outros,CAND3
IGUA3.SA,falha,IGUA3.SA,Utilidade Pública,IGUA3
TBLU4.SA,falha,TBLU4.SA,Consumo Cíclico,TBLU4
FRTA3.SA,falha,FRTA3.SA,Consumo Não Cíclico,FRTA3
ECAG3.SA,falha,ECAG3.SA,Construção e Transporte,ECAG3
ASCP3.SA,falha,ASCP3.SA,Construção e Transporte,ASCP3
ESST3.SA,falha,ESST3.SA,Utilidade Pública,ESST3
GSMG3.SA,falha,GSMG3.SA,Utilidade Pública,GSMG3
DIBE3.SA,falha,DIBE3.SA,Financeiro,DIBE3
TAPJ3.SA,falha,TAPJ3.SA,Utilidade Pública,TAPJ3
ENPB3.SA,falha,ENPB3.SA,Utilidade Pública,ENPB3
